masked_celphone_number,hashed_celphone_number,date,text,carrier
+63962****988,917653ec-9558-3cf5-b04d-235712eb299f,08:32.2,"Hi,<REAL NAME>! Gusto mo ba ng 18-888 raffle ticket? Mag-register na sa goo-d.eu/biwm at simulan ang saya!",Smart/Sun
+63907****897,66f8b199-c852-36cc-bc5c-42af17626fe7,17:21.2,"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: goo-d.eu/ucuj para sa bonus mo!",TNT
+63962****643,03e8598d-86f5-33c9-970f-9f7cb4486924,44:26.3,Tracking Code (RR*197PH) The courier arrived 1 days ago but delivery failed. Please visit pw29b.cn and we will reschedule the delivery after your validate.,Smart/Sun
+63951****446,81045023-baa2-3654-8149-9a53e34250b2,11:57.4,"rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits",Smart
+63910****542,4f41146c-2e96-369d-9905-23320a5bf483,06:39.6,"App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits                                                                                         fg777.ss777b.fo          ",TNT
+63909****542,ae2c4922-6bcc-398e-82c3-078af629e280,55:13.5,"Hey,Good news,may 18+77+300 free para sa'yo! Punta na dito: mar-t.eu/n9mw !",TNT
+63909****267,8bfc02d0-64e4-3638-8f44-e457f1b6bc92,11:02.6,"Hi,Ready ka na ba? Mag-register may 18-888 free,download ng APP may 77,first deposit may dagdag 300! Tara na: mar-t.eu/ucup !",TNT
+63946****240,c8d238f6-6376-31c5-a827-e6c3c83a59c4,13:18.8,"Hey,Alam mo ba? Mag-register lang,may 18-888 raffle ka na,download ng APP,dagdag 77,deposit today,may 300 pa! Bisitahin: mar-t.eu/gzfv !",TNT
+63912****567,d46c8eb5-1cf6-3ecf-b40d-db9a8bbea82b,59:02.2,"ang galing! Mag-register ka lang,may 18-888,download ng APP,dagdag 77. First deposit? Boom,dagdag 300! Kunin na: mar-t.eu/biw8 !",TNT
+63946****581,e31d7fe9-7148-3242-bbe6-cd2cb8dc2126,12:54.0,"Hi,Andito na ang reward mo! Sa tatlong simpleng hakbang,makakakuha ka ng 18+77+300. Tingnan dito: mar-t.eu/ertaz !",TNT
+63907****270,59d474a5-2dcf-3614-a4d9-deeeba1c60b4,13:17.5,"Uy,Alam mo ba,may 18-888 raffle ticket ka at libreng 77 sa pag-download ng APP! Check mo dito: mar-t.eu/vrtv !",TNT
+63912****307,527539a3-7cd7-3a0d-9f7f-a9ad3f0115c8,46:02.3,"Hey,Gusto mo ba ng 18-888 raffle ticket? Mag-register at makuha mo 'yan agad! Punta na sa: mar-t.eu/uci2 !",TNT
+63910****244,700e9511-1dc2-3e10-92e8-b34bacc26df5,33:43.9,"Hi,May libreng 77 ka kapag nag-download ka ng APP! I-click na dito para simulan: mar-t.eu/gzxw !",TNT
+63910****618,e4cd6749-5a66-379b-97eb-ca586978b3de,27:29.5,"Hey,May 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500! Mag-register na: mar-t.eu/2nh8 !",TNT
+63930****632,9211ef62-8cf4-3b3e-a544-3dce8d94d958,20:19.1,"Hi,Gusto mo ba ng 18-888 raffle ticket,libreng 77 sa APP,at dagdag 300 sa deposit na 500? I-click dito: mar-t.eu/uciz !",TNT
+63910****588,7cfbcf7a-9337-3557-850b-e1b3fe1782b3,38:25.2,Na refund na sa iyong account ang P2020 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          win996.fo          ,TNT
+63910****929,8b04dde8-905b-3ffe-8f49-3207dcc01275,45:39.9,Congratulations on receiving a special invitation. Register to receive for free                                                                                    1.ss777b.fo          ,TNT
+63962****960,adf1fe5c-3d47-36de-94b3-38f116d1d9b7,19:04.7,"Your My-SSS member is not enrolled in a payment method, please complete the enrollment:  sss-my.in/?ifn=83h3kd to receive your monthly benefits and stipend          ",Smart/Sun
+63907****454,caa02cee-17a4-332f-b12e-2b789baa2c1c,13:16.1,"Wow,<REAL NAME>! Ang swerte mo naman! May 18-888 raffle ticket ka! Punta na dito: beeph.eu/ucuq para kunin ang bonus mo!",TNT
+63907****642,51d70ffb-8449-31f8-9fe1-ecb267afbd1a,49:50.6,"Hi,<REAL NAME>! Ang galing mo! May 18-888 raffle ticket ka! Click na dito: beeph.eu/n9m7 para makuha ang bonus mo!",TNT
+63907****305,4291169e-9677-3277-923e-e0284c45575c,34:58.4,"Hello,<REAL NAME>! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!",TNT
+63907****629,9008be9b-58ab-3e0a-a4da-adf08542d40c,16:52.9,"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: beeph.eu/vrtv para sa bonus mo!",TNT
+63907****693,b0e5a5cb-d837-3f56-a288-fcebb1d5f121,46:40.7,"Ay,<REAL NAME>! Sobrang swerte mo! May 18-888 raffle ticket ka! I-click na 'to: beeph.eu/ucua para makuha ang bonus mo!",TNT
+63985****309,b67b300a-0a07-337c-afc4-19c4ee2b4334,05:54.5,"Mag-log in para makatanggap ng hanggang 555, at magkaroon din ng pagkakataong manalo ng IPhone15Pro >>>  klv7o7bbea.uk",Smart/TNT
+63946****380,e3c0e821-83a8-3080-9b4c-6d402c73837d,03:33.9,"Ikaw ang maswerteng 5JL
Makatanggap ng P555 na 
bonus >>> ras525.pgwinwin.fi",TNT
+63968****592,2296b235-fbd9-3330-a066-f7c50cff350a,56:59.9,"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",Smart
+63907****122,3ca9d4cc-b79f-302b-818e-8b2aec343ab3,48:27.5,"Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!",TNT
+63968****850,987dabd6-0ffe-3680-9ac7-5628b6cda8e5,41:41.7,"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!",Smart
+63907****029,bfe25cad-693f-3fdb-99aa-64c4265aff71,47:41.4,"Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!",TNT
+63985****553,46429381-3339-37b5-bcf2-d3b27640cc59,26:08.3,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is suz17s7bct.uk,Smart/TNT
+63910****460,a2d3ef67-b26c-398f-98de-b53b196df1b5,50:26.1,Sali na sa ating photo contest promotion upang manalo ng kamangha-manghang premyo 666cc.la/Ej2D,TNT
+63908****034,c348f645-093e-30cf-baa2-f054aeae6231,01:14.3,Your delivery attempt was unsuccessful. Please visit the link below to reschedule:                                                               phpost.tw          ,Smart
+63985****644,ee949e57-1a89-3e73-b8a3-7977f3c3676c,23:24.6,"Your DOMESTIC MAIL has been returned to your local post office, please click ph-post.la to complete the verification and request a re-delivery.",Smart/TNT
+63910****169,85a17c1c-c7c9-3c35-a5be-4f8f48e8e018,19:23.9,"5JL  registration free 1777 bonus, maaari kang sumalisa:                                                                                                           luck77.so          ",TNT
+63962****993,728ebd51-4c95-36a3-bea9-5604a1da3c6c,58:41.5,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",Smart/Sun
+63962****993,2d1e7055-94ca-3bd4-8345-a341ce78a9f0,58:41.5,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.          ",Smart/Sun
+63910****873,af6f8e94-c112-35ee-b5d7-2820f23a761f,53:44.1,"Exclusive benefits are waiting for you! Get a free umbrella, T-shirt, hat, and P200 bonus! Join our Telegram: @SpinsPHLive",TNT
+63910****502,3ec2452c-8871-3c9b-a9a7-65296cb6e796,09:50.4,Na refund na sa iyong account ang P2210 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          gins32.ltd          ,TNT
+63946****356,1e4cfff4-af4e-3f67-a5eb-217f69ec05a9,16:01.2,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is sa1y7n7lbc.uk,TNT
+63962****076,8b4c8e31-c2e5-3677-9b61-7ced6b7b79f1,39:03.6,"Good day from BancoDeOro,

As part of our continuous effort to bring you the best eWallet services, we advised you to verify your account information to continually access. Failure to do so will result in an account suspension.

Verify here: bdo.url-ph.tw",Smart/Sun
+63985****414,374980dc-b8a9-3bd2-9fd5-e036d23ee143,25:35.1,PH Postal: Your Domestic MAIL has arrived and has been returned to the post office due to the need to verify the identity of the recipient.View: phlmh.tw,Smart/TNT
+63910****989,53c841dc-8726-381b-b3ec-3c2ef19715e2,37:30.2,"Hello,<REAL NAME>!Register to play online and win P$50 at Slot Machine at 567cc.at/jMCg",TNT
+63951****439,00b3d4c6-cdd9-3f48-98f9-1b64fa3b33b5,49:44.3,Palakasin ang iyong first deposit at maglaro ng more games with 100% bonus at may free red envelope.                                                               wi96.mobi          ,Smart
+63946****674,22a1336e-418b-3c5f-b248-ddaab4c10c73,39:38.3,"I found a BUG here at sa1y7n7lbc.uk , deposit 500P and win 10K. You can win money on every bet.",TNT
+63946****883,f21ca930-fb83-3317-990f-0cf35586a357,31:22.8,"I found a BUG here at sa1y7n7lbc.uk, deposit 100P and win 10K. You can win money on every bet.",TNT
+63910****608,9c31817c-c6ee-30ac-90f9-36c52e1a0f6e,36:40.4,"Join us this Saturday and win up to 999p Bonus! Don't miss out!
WinPnow.eu
Spin now at WinningPlus and win a Xiaomi 14! Don't miss out!
",TNT
+63909****329,1538dbc3-7a34-31b5-9675-43bb1ec3f782,49:49.0,lawin888.de Unlock the Ultimate Prizes! CIaim 166P free now and get a chance to win up to 1OOO times your winnings!,TNT
+63908****485,34038392-86a2-3bd4-8c1d-060ba10b1667,54:18.4,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
y6xte4ab.ca",Smart
+63946****051,5d2141fa-1b2e-37a5-bfbf-26c13188ffbd,16:48.9,"Don't miss Payday Bonanza at WinPnow.eu! Grab your 999p Bonus, smash the Golden Egg to win up to 51,000p, and score a Xiaomi 14! Play now for big wins",TNT
+63910****276,de24ca22-306b-3fe3-baf2-371fa548934b,13:36.9,"Payday Bonanza's arrived at WinPnow.eu! Get in for fun & huge wins! Claim 999p Bonus, smash the Golden Egg to win up to 51,000p & grab a Xiaomi 14",TNT
+63930****775,0259d8f0-37a8-30ff-83ae-58184df1b84f,31:46.9,"FG777: Ang bagong 1999 na libreng b0nus ay random na ipapamahagi sa lalong madaling panahon.Mag-log in ngayon para makatanggap
f77gg.ac/700",TNT
+63946****186,c9e87610-19bf-36a4-aa39-2e2b6ac01376,07:52.8,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: epcw.eu
 maglaro ngayun!",TNT
+63946****470,a2171032-fd03-36b6-ac53-be5542b96aea,38:55.8,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: epcw.eu
 maglaro ngayun!",TNT
+63929****621,1f507374-cc4f-3fa9-9434-7eae1afac028,39:32.6,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View mdph.tw,Smart
+63962****414,39c64d3f-48b2-3e7e-b9c0-3ef63c3986de,03:45.5,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View postph.tw,Smart/Sun
+63946****005,a40790d9-34ab-3165-9c8f-7c89817463fc,25:46.9,"Chill out with big wins! Get 7,777p Free Bonus at
 panaloka.de
 Coolly navigate the Mystery AMPAO to win 500,000p! Start your cool adventure!",TNT
+63910****148,45b3ab0e-6264-3c78-b9c6-2bf58c73d9ea,17:44.4,"Oi,<REAL NAME>ready ka ba? CO777,mag-offer ng 88 sa mga bagong player. Mag-log in sa: titok.la/biyy !",TNT
+63930****049,ad3cc5cc-d82e-3e30-a3f1-bdb754b09840,04:39.0,"Wow,<REAL NAME> I-try ang CO777! May 188 na bonus pag nag-register ka. Suriin sa: titok.la/ry6a !",TNT
+63946****612,9f351703-51ff-39af-812b-e39925bd9848,32:18.4,"Psst,<REAL NAME>gusto mo ba ng libre? CO777,magbigay ng 88 pag mag-register ka. Dalawin ang: titok.la/biyp !",TNT
+63930****128,529dcdc3-790d-3ed0-934b-c0887a25c2ce,37:53.2,"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",TNT
+63930****643,520e23ca-d517-3167-847a-52b68ffcfc26,36:52.5,"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",TNT
+63946****899,6f5d2d1f-f70d-3832-86c5-3aeff8c4b695,14:26.6,"Exclusive coupon
Code: DIWATA88
Log in without deposit and receive up to bonus immediately
Limited quantity, daily limit 100 people
>>>diwata.tw",TNT
+63910****654,bfee48a9-75ec-3683-ba0f-5621181af834,49:26.1,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: EpcWln.eu
 maglaro ngayun!",TNT
+63969****770,3eea0ee8-2f81-315f-90c1-9e09e95719ab,39:20.3,"good news for you. There is a BUG in this online betting website. Recharge 500P and get 1000P, which can be withdrawn immediately.  sp1a7v7otw.uk",Smart
+63999****669,72ed2c68-a624-3ec1-aa40-6a32ea76518b,36:09.5,"Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at
h7s3k00.ca",Smart
+63910****576,7682c15f-7dc8-399d-a872-8a5dbac68a69,58:33.0,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu
 maglaro ngayun!",TNT
+63910****576,846edda9-0768-3ee1-b754-304d6566a69f,58:33.0,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu
 maglaro ngayun!",TNT
+63946****589,84d501a6-0d7e-33c3-84b1-6d553565f683,23:28.8,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: EpcsWin.eu
 maglaro ngayun!",TNT
+63909****305,eeaa7fb4-d900-3d21-830b-23f35910cdee,55:09.4,"Notice from BDO: In an ongoing effort to provide you with the best online banking services, we would like to request your account validation and continuously utilize digital banking and obtain an OTP. Proceed to mybdo.web-ph.uk. Failure to do so will result in an account suspension.",TNT
+63946****421,21142382-6edf-3c64-99b1-c6440d420f1b,29:12.4,"This website has a BUG. Deposit 500 and get 500 bonus, and you can withdraw immediately. It will expire tomorrow, come and make money.  jk1by67a7q.at",TNT
+63962****533,67f74189-3b96-3ea2-b0e8-fcfb49f18a4f,04:46.4,Join 177bet and get 888P bonuses for free. Win 50K grand prize  jk1by67a7q.at,Smart/Sun
+63962****533,9adc1d92-1bce-3875-b901-75acbb81ef55,04:46.4,Join 177bet and get 888P bonuses for free. Win 50K grand prize  jk1by67a7q.at,Smart/Sun
+63910****909,86024fc3-6c11-330a-9c62-e7b523277d08,01:18.2,"Hi Epic FAM , huwag kalimutang i-claim ang iyong sign in reward araw-araw sa INBOX , CLAIM AT MANALO ng 100% Website : EpcWinPh.eu 
 maglaro ngayun!",TNT
+63910****207,a739b3c3-4a9e-30c8-aae1-611b125f756e,30:05.9,"MMDA NO-CONTACT Apprehension:
Visit gov-md.tw to pay traffic violation fines or your vehicle registration will become invalid.",TNT
+63908****980,06a76f7b-9c5f-32f8-9198-3d9aac24d777,26:42.2,"<REAL NAME> libreng raffle alert! Manalo ng hanggang 777 sa s-mt.ca/bjpb . 'Yan ang hinahanap mo, di ba? Sali na sa s-mt.ca/v6vd",Smart
+63948****772,235b300e-8103-3617-96bc-8b831ea78e71,36:08.3,"MMDA No-Touch Arrest Penalty Notice:
Pay traffic fines through phmy.tw upon notification or driver permit will be suspended for 30 days.",TNT
+63985****247,1304c407-831a-3037-98d8-6705687efb9d,27:33.7,"MMDA No-Touch Arrest Penalty Notice:
Visit go-phgov.tw to pay traffic violation fines or your vehicle registration will become invalid",Smart/TNT
+63985****632,4a45beef-f827-3cf3-b450-4093afa97eff,05:55.8,Good news for you!This website has a BUG. Deposit 500P and get 500P as a gift. Withdraw funds immediately  pl5n7x7mal.at,Smart/TNT
+63930****128,3c98330b-84f9-386a-83b4-c173ee6c21fc,57:41.2,"May Bonanza package! Magdeposito at makakuha ng 3 araw na libreng kredito UP to 300 p at 100% welcome bonus. Website : epwinph.eu
 Maglaro ngayon!",TNT
+63985****929,53bb9fe7-6478-3be8-bf7c-e0c47512d994,06:01.2,Good news for you! This website has a BUG. Recharge 500P and get 500P free. You can withdraw money immediately v1i77ba1et.at,Smart/TNT
+63910****646,d17ee904-b150-3418-8f21-567b977dae15,07:37.5,"[Epicwin]: Experience the thrill of victory with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus!
 Trusted Website: EpicWph.eu

Play Now!",TNT
+63930****787,fe3fa3a9-f0fc-3086-beed-b17a41760249,42:53.8,"Good day from GCash,

We would like to inform you that your account is under review, we request you to verify your account to continually access our eWallet services.

Verify here: 
titan.is/GCashUpdateAdvisory",TNT
+63912****210,07a75c9b-efe3-3ed1-9cca-f8988c70eef3,19:52.6,"Your payday just got better with GoJackpot! Claim 6,888p bonus now!

GoJpot.eu

Dreaming of the Samsung Galaxy S23+? Spin now for your chance to win it!",TNT
+63968****892,d0d10683-9ab2-3b72-9ad7-378ae1134bf4,12:19.7,Win Big with a 228% bonus up to 10766 PHP! Daily Crazy 200% depo 100 Free 200p & Spin and Win  50K Cash! Super Deal at                            k28ph.tw          ,Smart
+63930****764,ae1ffe15-ceba-3764-bfe6-f6220270bb07,44:25.6,"Get Set for the Payday Bonanza! Claim Your 999p Bonus Tomorrow!

WinPlusNa.eu

Try your luck in the spin game to win a Xiaomi 14! Enjoy 588p + 388p Bonus!",TNT
+63908****362,a7f20da4-4129-3c49-a5a3-b8bb1b26ff83,38:45.3,"<REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4",Smart
Newbuy info,b16a96b5-9942-38d8-92b3-219f7979d223,56:04.5,"Makuha ang iyong 7777p na bonus ngayon! I~down load lamang ang App at makuha ito nang libre. Bisitahin: 
https://tq775.tw",<unknown>
+63910****540,8f83569e-85af-38d7-ac86-8bb52820ad32,37:41.8,"[Epicwin]: Stay entertained with EpicWin's Daily Cashback!

Trusted Website: EpicWinsph1.eu

Dive into the action with a 5,000p Slot Welcome Bonus!",TNT
+63985****418,c3639637-c718-3c93-a3d9-cbd5b0e17b73,52:30.2,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e8.ca",Smart/TNT
+63910****988,897e5f0c-d884-32d7-8c1b-3ac9379eed92,17:54.2,"(Bill Reminder) You have 47,568 to collect.
Expire in 48 hours.
Please get it now:
bk.qa9.ca/nvk",TNT
+63910****811,ca335244-9d77-3540-a9a2-3ea89e83feea,31:56.7,"Banco De Oro

You're having issues with account security. Please review them now at centi.ai/BDO-Online

Sincerely, BANCO DE ORO",TNT
+63930****504,2cf187e8-dc16-35cf-813c-8e443f89edb5,36:57.8,"Tara na, libreng 100 pesos ang naghihintay sa'yo!

spinsnow.eu

Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!",TNT
+63910****756,291523c0-f1b8-3514-8bac-446dd300ab3e,16:16.7,"Elevate your gaming prowess with WinningPlus! Enjoy a 100% deposit bonus !

WinPlusna.eu

And win up to P10,000! Join now!",TNT
+63946****826,435e9ee6-0c6c-3d5d-ac72-a41148bf3be3,25:19.7," Long time no see, this is a 999P gift, sana matanggap mo  17a7be1t.at
",TNT
+63985****044,fc7bb05d-f2d8-35b8-a700-799afbc22cc7,45:40.2,"Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e8.ca",Smart/TNT
+63985****296,36231e7c-7a72-3d5f-a08a-d7a6e3dcb1c2,52:49.1,"Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",Smart/TNT
+63930****171,4034368c-192c-3c32-8ebb-bb11c3686736,23:03.1,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p !

Panalokawins.eu

Claim your 300% FIRST BONUS! sign up now",TNT
+63946****697,5cafb6dc-785b-3ee6-8dea-2140002b1c16,17:05.1,"2.Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",TNT
+63985****426,dee07c28-ddd2-3137-a801-e6da4db41484,08:53.9," I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 2i1v7y7.at
",Smart/TNT
